"","N","GR","WL%","PGR","PWL%","CC","C","HOF"
"357","Barry Trotz",20.3780487804878,0.57797537619699,7.5625,0.488,1,1,0
"358","Gene Ubriaco",1.29268292682927,0.515463917525773,0.6875,0.636,0,0,0
"359","Rogie Vachon",0.121951219512195,0.571428571428571,0,0,0,0,0
"360","Alain Vigneault",15.6219512195122,0.601226993865031,8.6875,0.489,0,0,0
"361","Don Waddell",1.04878048780488,0.493506493506494,0,0,0,0,0
"362","Geoff Ward",0.475609756097561,0.611111111111111,0,0,0,0,0
"363","Bryan Watson",0.219512195121951,0.307692307692308,0,0,0,0,0
"364","Phil Watson",4.6219512195122,0.429936305732484,1,0.25,0,0,0
"365","Tom Watt",5.97560975609756,0.411214953271028,0.625,0.1,0,0,0
"366","Tom Webster",3.14634146341463,0.538116591928251,1.75,0.429,0,0,0
"367","Doug Weight",1.48780487804878,0.546296296296296,0,0,0,0,0
"368","Cooney Weiland",1.17073170731707,0.743589743589744,1.0625,0.588,1,1,1
"369","Bill White",0.560975609756098,0.4,0.125,0,0,0,0
"370","Jim Wiley",0.695121951219512,0.314814814814815,0,0,0,0,0
"371","Johnny Wilson",6.30487804878049,0.436915887850467,0.75,0.333,0,0,0
"372","Larry Wilson",0.439024390243902,0.09375,0,0,0,0,0
"373","Rick Wilson",0.390243902439024,0.541666666666667,0,0,0,0,0
"374","Ron Wilson",17.0853658536585,0.535980148883375,5.9375,0.495,0,0,0
"375","Trent Yawney",1.25609756097561,0.375,0,0,0,0,0
"376","Mike Yeo",5.8780487804878,0.576112412177986,2.4375,0.436,0,0,0
"377","Garry Young",1.34146341463415,0.472527472527473,0.125,0,0,0,0
