"","N","GR","WL%","PGR","PWL%","CC","C","HOF"
"1","Manny Acta",5.49382716049383,0.418,0,0,0,0,0
"2","Bill Adair",0.0617283950617284,0.4,0,0,0,0,0
"3","Joe Adcock",1,0.463,0,0,0,0,0
"4","Bob Addy",0.191358024691358,0.258,0,0,0,0,0
"5","Bob Allen",1.10493827160494,0.5,0,0,0,0,0
"6","Doug Allison",0.141975308641975,0.087,0,0,0,0,0
"7","Sandy Alomar",0.037037037037037,0.5,0,0,0,0,0
"8","Felipe Alou",12.6851851851852,0.503,0.363636363636364,0.25,0,0,0
"9","Walter Alston",22.5802469135802,0.558,4,0.523,7,4,1
"10","Joe Altobelli",5.20987654320988,0.518,0.818181818181818,0.778,1,1,0
"11","Joey Amalfitano",1.14197530864198,0.363,0,0,0,0,0
"12","Sparky Anderson",24.8765432098765,0.545,5,0.618,5,3,1
"13","Cap Anson",14.1234567901235,0.578,0,0,5,0,1
"14","Luke Appling",0.246913580246914,0.25,0,0,0,0,1
"15","Bill Armour",4.54320987654321,0.524,0,0,0,0,0
"16","Ken Aspromonte",2.96296296296296,0.458,0,0,0,0,0
"17","Brad Ausmus",4.98765432098765,0.478,0.272727272727273,0,0,0,0
"18","Jimmy Austin",0.462962962962963,0.413,0,0,0,0,0
"19","Del Baker",4.84567901234568,0.538,0.636363636363636,0.429,1,0,0
"20","Dusty Baker",21.6049382716049,0.532,5,0.418,1,0,0
"21","Rocco Baldelli",1,0.623,0.272727272727273,0,0,0,0
"22","George Bamberger",5.77777777777778,0.489,0,0,0,0,0
"23","Dave Bancroft",3.7962962962963,0.407,0,0,0,0,1
"24","Frank Bancroft",4.4320987654321,0.53,0,0,1,1,0
"25","Jeff Banister",3.93827160493827,0.509,0.727272727272727,0.25,0,0,0
"26","Rod Barajas",0.0493827160493827,0.125,0,0,0,0,0
"27","Sam Barkley",0.358024691358025,0.368,0,0,0,0,0
"28","Billy Barnie",9.11728395061728,0.438,0,0,0,0,0
"29","Ed Barrow",3.94444444444444,0.492,0.545454545454545,0.667,1,1,1
"30","Jack Barry",0.969135802469136,0.592,0,0,0,0,0
"31","Joe Battin",0.197530864197531,0.281,0,0,0,0,0
"32","Hank Bauer",7.03086419753086,0.522,0.363636363636364,1,1,1,0
"33","Don Baylor",8.12345679012346,0.476,0.363636363636364,0.25,0,0,0
"34","Buddy Bell",7.67283950617284,0.418,0,0,0,0,0
"35","David Bell",1,0.463,0,0,0,0,0
"36","Vern Benson",0.00617283950617284,1,0,0,0,0,0
"37","Yogi Berra",5.74074074074074,0.522,1.72727272727273,0.474,2,0,1
"38","Terry Bevington",2.69753086419753,0.509,0,0,0,0,0
"39","Hugo Bezdek",2.19753086419753,0.47,0,0,0,0,0
"40","John Bickerton",0.00617283950617284,0,0,0,0,0,0
"41","Joe Birmingham",2.2716049382716,0.471,0,0,0,0,0
"42","Del Bissonette",0.37037037037037,0.424,0,0,0,0,0
"43","Bud Black",11.4135802469136,0.486,0.454545454545455,0.2,0,0,0
"44","Lena Blackburne",1.4320987654321,0.427,0,0,0,0,0
"45","Ray Blades",1.2037037037037,0.557,0,0,0,0,0
"46","Walter Blair",0.0123456790123457,0.5,0,0,0,0,0
"47","Ossie Bluege",4.76543209876543,0.488,0,0,0,0,0
"48","Bruce Bochy",24.8888888888889,0.497,7,0.571,4,3,0
"49","Tim Bogar",0.135802469135802,0.636,0,0,0,0,0
"50","John Boles",2.75308641975309,0.46,0,0,0,0,0
"51","Tommy Bond",0.037037037037037,0.333,0,0,0,0,0
"52","Aaron Boone",2,0.627,1.27272727272727,0.5,0,0,0
"53","Bob Boone",5.03086419753086,0.455,0,0,0,0,0
"54","Steve Boros",2.2716049382716,0.457,0,0,0,0,0
"55","Jim Bottomley",0.481481481481481,0.273,0,0,0,0,1
"56","Lou Boudreau",14.8395061728395,0.487,0.545454545454545,0.667,1,1,1
"57","Larry Bowa",5.26543209876543,0.49,0,0,0,0,0
"58","Frank Bowerman",0.469135802469136,0.289,0,0,0,0,0
"59","Bill Boyd",0.0123456790123457,0,0,0,0,0,0
"60","Ken Boyer",2.2037037037037,0.466,0,0,0,0,0
"61","Bill Bradley",1.22222222222222,0.497,0,0,0,0,0
"62","Bobby Bragan",5.72222222222222,0.481,0,0,0,0,0
"63","Bob Brenly",3.48765432098765,0.536,1.81818181818182,0.55,1,1,0
"64","Roger Bresnahan",4.77777777777778,0.432,0,0,0,0,1
"65","Dave Bristol",8.79012345679012,0.462,0,0,0,0,0
"66","Daren Brown",0.308641975308642,0.38,0,0,0,0,0
"67","Freeman Brown",0.253086419753086,0.22,0,0,0,0,0
"68","Mordecai Brown",0.703703703703704,0.442,0,0,0,0,1
"69","Tom Brown",0.845679012345679,0.471,0,0,0,0,0
"70","Earle Brucker",0.0308641975308642,0.6,0,0,0,0,0
"71","Al Buckenberger",6.43827160493827,0.475,0,0,0,0,0
"72","Charlie Buffinton",0.716049382716049,0.53,0,0,0,0,0
"73","Jack Burdock",0.333333333333333,0.556,0,0,0,0,0
"74","Jimmy Burke",2.74691358024691,0.466,0,0,0,0,0
"75","Watch Burnham",0.172839506172839,0.214,0,0,0,0,0
"76","Tom Burns",2.24691358024691,0.524,0,0,0,0,0
"77","Bill Burwell",0.00617283950617284,1,0,0,0,0,0
"78","Donie Bush",6.45061728395062,0.48,0.363636363636364,0,1,0,0
"79","Ormond Butler",0.327160493827161,0.321,0,0,0,0,0
"80","Charlie Byrne",2.18518518518519,0.503,0,0,0,0,0
"81","Jimmy Callahan",5.34567901234568,0.462,0,0,0,0,0
"82","Mickey Callaway",2,0.503,0,0,0,0,0
"83","Count Campau",0.259259259259259,0.659,0,0,0,0,0
"84","Joe Cantillon",2.87037037037037,0.347,0,0,0,0,0
"85","Max Carey",1.91975308641975,0.476,0,0,0,0,1
"86","Tom Carey",0.302469135802469,0.563,0,0,0,0,0
"87","Bill Carrigan",6.19135802469136,0.494,0.909090909090909,0.8,2,2,0
"88","Bob Caruthers",0.308641975308642,0.333,0,0,0,0,0
"89","Kevin Cash",5,0.511,0.545454545454545,0.5,0,0,0
"90","Phil Cavarretta",2.37037037037037,0.442,0,0,0,0,0
"91","Ollie Caylor",2.17901234567901,0.472,0,0,0,0,0
"92","Frank Chance",10,0.593,1.81818181818182,0.55,4,2,1
"93","Ben Chapman",2.92592592592593,0.415,0,0,0,0,0
"94","Jack Chapman",5.35185185185185,0.411,0,0,1,0,0
"95","Hal Chase",1.03086419753086,0.518,0,0,0,0,0
"96","John Clapp",2.59259259259259,0.423,0,0,0,0,0
"97","Dave Clark",0.0802469135802469,0.308,0,0,0,0,0
"98","Fred Clarke",17.4444444444444,0.576,1.36363636363636,0.467,4,1,1
"99","Jack Clements",0.117283950617284,0.684,0,0,0,0,0
"100","Jim Clinton",0.0679012345679012,0,0,0,0,0,0
"101","Ty Cobb",5.75925925925926,0.519,0,0,0,0,1
"102","Mickey Cochrane",3.7037037037037,0.582,1.18181818181818,0.538,2,1,1
"103","Andy Cohen",0.00617283950617284,1,0,0,0,0,0
"104","Bob Coleman",1.82098765432099,0.437,0,0,0,0,0
"105","Jerry Coleman",1.00617283950617,0.451,0,0,0,0,0
"106","Eddie Collins",2.07407407407407,0.521,0,0,0,0,1
"107","Jimmy Collins",5.19753086419753,0.548,0.727272727272727,0.625,2,1,1
"108","Shano Collins",1.28395061728395,0.353,0,0,0,0,0
"109","Terry Collins",12.4197530864198,0.495,1.36363636363636,0.533,1,0,0
"110","Charlie Comiskey",8.69135802469136,0.608,0,0,4,1,1
"111","Roger Connor",0.283950617283951,0.178,0,0,0,0,1
"112","Dusty Cooke",0.0802469135802469,0.5,0,0,0,0,0
"113","Jack Coombs",0.388888888888889,0.29,0,0,0,0,0
"114","Johnny Cooney",0.283950617283951,0.444,0,0,0,0,0
"115","Cecil Cooper",2.10493827160494,0.501,0,0,0,0,0
"116","Don Cooper",0.0123456790123457,0.5,0,0,0,0,0
"117","Alex Cora",2,0.593,1.27272727272727,0.786,1,1,0
"118","Pat Corrales",7.47530864197531,0.474,0,0,0,0,0
"119","Red Corriden",0.771604938271605,0.419,0,0,0,0,0
"120","Chuck Cottier",1.33950617283951,0.452,0,0,0,0,0
"121","Craig Counsell",4.85185185185185,0.515,1,0.545,0,0,0
"122","Bobby Cox",27.8271604938272,0.556,12.3636363636364,0.493,5,1,1
"123","Harry Craft",5.24074074074074,0.426,0,0,0,0,0
"124","Roger Craig",9.10493827160494,0.5,1.45454545454545,0.438,1,0,0
"125","Del Crandall",5.14197530864198,0.437,0,0,0,0,0
"126","Sam Crane",0.950617283950617,0.48,0,0,0,0,0
"127","Gavvy Cravath",1.40740740740741,0.399,0,0,0,0,0
"128","Bill Craver",1.2037037037037,0.474,0,0,0,0,0
"129","George Creamer",0.0493827160493827,0,0,0,0,0,0
"130","Joe Cronin",14.2901234567901,0.54,1.09090909090909,0.333,2,0,1
"131","Jack Crooks",0.382716049382716,0.45,0,0,0,0,0
"132","Lave Cross",0.234567901234568,0.211,0,0,0,0,0
"133","Mike Cubbage",0.0432098765432099,0.429,0,0,0,0,0
"134","Ed Curtis",0.154320987654321,0.24,0,0,0,0,0
"135","Charlie Cushman",0.222222222222222,0.583,0,0,0,0,0
"136","Ned Cuthbert",0.493827160493827,0.463,0,0,0,0,0
"137","Bill Dahlen",3.7962962962963,0.414,0,0,0,0,0
"138","Al Dark",12.037037037037,0.51,1.72727272727273,0.526,2,1,0
"139","Jim Davenport",0.888888888888889,0.389,0,0,0,0,0
"140","Mordecai Davidson",0.574074074074074,0.393,0,0,0,0,0
"141","George Davis",1.55555555555556,0.435,0,0,0,0,1
"142","Harry Davis",0.783950617283951,0.432,0,0,0,0,0
"143","Spud Davis",0.0185185185185185,0.333,0,0,0,0,0
"144","John Day",0.407407407407407,0.453,0,0,0,0,0
"145","Harry Deane",0.0308641975308642,0.4,0,0,0,0,0
"146","Tony DeFrancesco",0.253086419753086,0.39,0,0,0,0,0
"147","Bucky Dent",0.549382716049383,0.404,0,0,0,0,0
"148","Bill Dickey",0.648148148148148,0.543,0,0,0,0,1
"149","Harry Diddlebock",0.104938271604938,0.412,0,0,0,0,0
"150","Larry Dierker",4.83333333333333,0.556,1.27272727272727,0.143,0,0,0
"151","Larry Doby",0.537037037037037,0.425,0,0,0,0,1
"152","Bill Donovan",3.40740740740741,0.449,0,0,0,0,0
"153","Patsy Donovan",9.85802469135803,0.438,0,0,0,0,0
"154","Red Dooin",4.78395061728395,0.514,0,0,0,0,0
"155","Mike Dorgan",0.851851851851852,0.489,0,0,0,0,0
"156","Tommy Dowd",0.567901234567901,0.341,0,0,0,0,0
"157","Jack Doyle",0.5,0.5,0,0,0,0,0
"158","Chuck Dressen",12.283950617284,0.509,1.18181818181818,0.385,2,0,0
"159","Hugh Duffy",7.53703703703704,0.444,0,0,0,0,1
"160","Fred Dunlap",1.55555555555556,0.587,0,0,1,0,0
"161","Leo Durocher",23.0802469135802,0.54,1.36363636363636,0.467,3,1,1
"162","Frank Dwyer",0.845679012345679,0.385,0,0,0,0,0
"163","Eddie Dyer",4.7962962962963,0.578,0.636363636363636,0.571,1,1,0
"164","Jimmy Dykes",18.2839506172839,0.477,0,0,0,0,0
"165","Charlie Ebbets",0.679012345679012,0.358,0,0,0,0,0
"166","Doc Edwards",2.34567901234568,0.455,0,0,0,0,0
"167","Kid Elberfeld",0.604938271604938,0.276,0,0,0,0,0
"168","Lee Elia",3.32716049382716,0.442,0,0,0,0,0
"169","Joe Ellick",0.0802469135802469,0.5,0,0,0,0,0
"170","Bob Elliott",0.95679012345679,0.377,0,0,0,0,0
"171","Jewel Ens",2.12345679012346,0.513,0,0,0,0,0
"172","Cal Ermer",1.7037037037037,0.529,0,0,0,0,0
"173","Jim Essian",0.753086419753086,0.484,0,0,0,0,0
"174","Dude Esterbrook",0.0617283950617284,0.2,0,0,0,0,0
"175","Johnny Evers",2.31481481481481,0.484,0,0,0,0,1
"176","Buck Ewing",5.57407407407407,0.553,0,0,0,0,1
"177","Jay Faatz",0.209876543209877,0.273,0,0,0,0,0
"178","Bibb Falk",0.00617283950617284,1,0,0,0,0,0
"179","Jim Fanning",1.35185185185185,0.53,0.909090909090909,0.5,0,0,0
"180","Jack Farrell",0.314814814814815,0.471,0,0,0,0,0
"181","John Farrell",7,0.517,2.09090909090909,0.522,1,1,0
"182","Kerby Farrell",0.944444444444444,0.497,0,0,0,0,0
"183","John Felske",2.37037037037037,0.495,0,0,0,0,0
"184","Bob Ferguson",5.85802469135802,0.447,0,0,0,0,0
"185","Mike Ferraro",1.07407407407407,0.437,0,0,0,0,0
"186","Wally Fessenden",0.0679012345679012,0.364,0,0,0,0,0
"187","Freddie Fitzsimmons",1.76543209876543,0.366,0,0,0,0,0
"188","Art Fletcher",3.84567901234568,0.382,0,0,0,0,0
"189","Silver Flint",0.117283950617284,0.294,0,0,0,0,0
"190","Jim Fogarty",0.0987654320987654,0.438,0,0,0,0,0
"191","Horace Fogel",0.703703703703704,0.345,0,0,0,0,0
"192","Lee Fohl",9.38888888888889,0.474,0,0,0,0,0
"193","Lew Fonseca",1.96296296296296,0.38,0,0,0,0,0
"194","Dave Foutz",3.28395061728395,0.507,0,0,0,0,0
"195","Charlie Fox",4.61728395061728,0.504,0.363636363636364,0.25,0,0,0
"196","Terry Francona",18.9876543209877,0.542,6.27272727272727,0.58,3,2,0
"197","Herman Franks",6.96296296296296,0.537,0,0,0,0,0
"198","George Frazier",0.722222222222222,0.44,0,0,0,0,0
"199","Joe Frazier",1.27777777777778,0.488,0,0,0,0,0
"200","Jim Fregosi",13.0987654320988,0.484,1.45454545454545,0.438,1,0,0
"201","Jim Frey",3.7716049382716,0.53,1.27272727272727,0.5,1,0,0
"202","Frankie Frisch",13.8641975308642,0.514,0.636363636363636,0.571,1,1,1
"203","Judge Fuchs",0.950617283950617,0.364,0,0,0,0,0
"204","John Gaffney",1.04320987654321,0.377,0,0,0,0,0
"205","Matt Galante",0.166666666666667,0.481,0,0,0,0,0
"206","Pud Galvin",0.148148148148148,0.292,0,0,0,0,1
"207","John Ganzel",1.17283950617284,0.476,0,0,0,0,0
"208","Dave Garcia",3.81481481481481,0.497,0,0,0,0,0
"209","Ron Gardenhire",15,0.485,2.45454545454545,0.222,0,0,0
"210","Billy Gardner",4.61111111111111,0.442,0,0,0,0,0
"211","Phil Garner",12.5925925925926,0.483,2.36363636363636,0.5,1,0,0
"212","Cito Gaston",10.6851851851852,0.516,3.09090909090909,0.529,2,2,0
"213","Bob Geren",4.38271604938272,0.47,0,0,0,0,0
"214","Joe Gerhardt",0.839506172839506,0.541,0,0,0,0,0
"215","Doc Gessler",0.0679012345679012,0.273,0,0,0,0,0
"216","John Gibbons",9.76543209876543,0.501,1.81818181818182,0.5,0,0,0
"217","George Gibson",4.68518518518519,0.546,0,0,0,0,0
"218","Kirk Gibson",4.49382716049383,0.485,0.454545454545455,0.4,0,0,0
"219","Jim Gifford",1.30864197530864,0.352,0,0,0,0,0
"220","Joe Girardi",11,0.554,4.72727272727273,0.538,1,1,0
"221","Jack Glasscock",0.438271604938272,0.5,0,0,0,0,0
"222","Kid Gleason",4.68518518518519,0.519,0.727272727272727,0.375,1,0,0
"223","Preston Gomez",5.40123456790123,0.395,0,0,0,0,0
"224","Fredi Gonzalez",8.65432098765432,0.506,0.454545454545455,0.2,0,0,0
"225","Mike Gonzalez",0.141975308641975,0.409,0,0,0,0,0
"226","Joe Gordon",3.7962962962963,0.498,0,0,0,0,1
"227","George Gore",0.0987654320987654,0.4,0,0,0,0,0
"228","Johnny Goryl",0.450617283950617,0.472,0,0,0,0,0
"229","Charlie Gould",0.54320987654321,0.125,0,0,0,0,0
"230","Hank Gowdy",0.0246913580246914,0.75,0,0,0,0,0
"231","Mase Graffen",0.345679012345679,0.696,0,0,0,0,0
"232","Alex Grammas",2.02469135802469,0.418,0,0,0,0,0
"233","Andy Green",3.95061728395062,0.428,0,0,0,0,0
"234","Dallas Green",5.75308641975309,0.487,1.45454545454545,0.562,1,1,0
"235","Mike Griffin",0.0246913580246914,0.25,0,0,0,0,0
"236","Sandy Griffin",0.037037037037037,0.333,0,0,0,0,0
"237","Clark Griffith",18.0061728395062,0.522,0,0,1,0,1
"238","Burleigh Grimes",1.88888888888889,0.434,0,0,0,0,1
"239","Charlie Grimm",14.6172839506173,0.547,1.54545454545455,0.294,3,0,0
"240","Heinie Groh",0.0617283950617284,0.7,0,0,0,0,0
"241","Ozzie Guillen",8.99382716049383,0.513,1.45454545454545,0.75,1,1,0
"242","Don Gutteridge",1.73456790123457,0.388,0,0,0,0,0
"243","Eddie Haas",0.746913580246914,0.413,0,0,0,0,0
"244","Stan Hack",2.9320987654321,0.423,0,0,0,0,0
"245","Charlie Hackett",0.925925925925926,0.336,0,0,0,0,0
"246","Chip Hale",2,0.457,0,0,0,0,0
"247","Bill Hallman",0.308641975308642,0.265,0,0,0,0,0
"248","Fred Haney",8.59876543209877,0.454,1.27272727272727,0.5,2,1,0
"249","Ned Hanlon",15.6172839506173,0.53,0,0,5,0,1
"250","Mel Harder",0.0185185185185185,1,0,0,0,0,0
"251","Mike Hargrove",14.5864197530864,0.503,4.72727272727273,0.519,2,0,0
"252","Toby Harrah",0.469135802469136,0.421,0,0,0,0,0
"253","Bud Harrelson",1.69135802469136,0.529,0,0,0,0,0
"254","Bucky Harris",27.2222222222222,0.493,1.90909090909091,0.524,3,2,1
"255","Lum Harris",5.90123456790123,0.488,0.272727272727273,0,0,0,0
"256","Jim Hart",2.3641975308642,0.537,0,0,0,0,0
"257","John Hart",0.117283950617284,0.421,0,0,0,0,0
"258","Gabby Hartnett",2.3641975308642,0.536,0.363636363636364,0,1,0,1
"259","Roy Hartsfield",2.98765432098765,0.343,0,0,0,0,0
"260","Scott Hastings",0.277777777777778,0.222,0,0,0,0,0
"261","John Hatfield",0.419753086419753,0.53,0,0,0,0,0
"262","Grady Hatton",2.38271604938272,0.426,0,0,0,0,0
"263","Guy Hecker",0.851851851851852,0.169,0,0,0,0,0
"264","Don Heffner",0.512345679012346,0.446,0,0,0,0,0
"265","Louie Heilbroner",0.308641975308642,0.479,0,0,0,0,0
"266","Tommy Helms",0.395061728395062,0.438,0,0,0,0,0
"267","Solly Hemus",2.37037037037037,0.497,0,0,0,0,0
"268","Bill Henderson",0.654320987654321,0.552,0,0,0,0,0
"269","Jack Hendricks",6.51234567901235,0.496,0,0,0,0,0
"270","Ed Hengel",0.45679012345679,0.466,0,0,0,0,0
"271","Billy Herman",2.87037037037037,0.408,0,0,0,0,1
"272","Buck Herzog",2.47530864197531,0.422,0,0,0,0,0
"273","Whitey Herzog",14.8703703703704,0.532,4.63636363636364,0.51,3,1,1
"274","Walter Hewett",0.246913580246914,0.256,0,0,0,0,0
"275","Nat Hicks",0.438271604938272,0.441,0,0,0,0,0
"276","Pinky Higgins",6.90740740740741,0.502,0,0,0,0,0
"277","Dick Higham",0.246913580246914,0.725,0,0,0,0,0
"278","Trey Hillman",2.21604938271605,0.423,0,0,0,0,0
"279","Vedie Himsl",0.197530864197531,0.323,0,0,0,0,0
"280","AJ Hinch",6.30864197530864,0.558,4.54545454545455,0.56,2,1,0
"281","Billy Hitchcock",3.30246913580247,0.512,0,0,0,0,0
"282","Butch Hobson",2.70987654320988,0.472,0,0,0,0,0
"283","Gil Hodges",8.7283950617284,0.467,0.727272727272727,0.875,1,1,0
"284","Fred Hoey",0.537037037037037,0.36,0,0,0,0,0
"285","Glenn Hoffman",0.54320987654321,0.534,0,0,0,0,0
"286","Bill Holbert",0.00617283950617284,0,0,0,0,0,0
"287","Holly Hollingshead",0.506172839506173,0.195,0,0,0,0,0
"288","Tommy Holmes",0.802469135802469,0.469,0,0,0,0,0
"289","Rogers Hornsby",9.44444444444444,0.463,0.636363636363636,0.571,1,1,1
"290","Ralph Houk",19.4876543209877,0.514,1.45454545454545,0.5,3,2,0
"291","Frank Howard",1.39506172839506,0.412,0,0,0,0,0
"292","Art Howe",13.9876543209877,0.498,1.36363636363636,0.4,0,0,0
"293","Dan Howley",5.71604938271605,0.431,0,0,0,0,0
"294","Dick Howser",5.75925925925926,0.544,2.09090909090909,0.348,1,1,0
"295","George Huff",0.0493827160493827,0.25,0,0,0,0,0
"296","Miller Huggins",15.8641975308642,0.555,3,0.545,6,3,1
"297","Billy Hunter",1.5679012345679,0.575,0,0,0,0,0
"298","Clint Hurdle",16.141975308642,0.485,1.72727272727273,0.526,1,0,0
"299","Tim Hurst",0.950617283950617,0.26,0,0,0,0,0
"300","Fred Hutchinson",10.283950617284,0.501,0.454545454545455,0.2,1,0,0
"301","Brandon Hyde",1.00617283950617,0.331,0,0,0,0,0
"302","Arthur Irwin",5.32716049382716,0.493,0,0,1,0,0
"303","Dan Jennings",0.765432098765432,0.444,0,0,0,0,0
"304","Hughie Jennings",13.5925925925926,0.543,1.45454545454545,0.25,3,0,1
"305","Darrell Johnson",6.56172839506173,0.444,0.909090909090909,0.6,1,0,0
"306","Davey Johnson",15.0925925925926,0.562,4.63636363636364,0.49,1,1,0
"307","Roy Johnson",0.00617283950617284,0,0,0,0,0,0
"308","Tim Johnson",1.00617283950617,0.543,0,0,0,0,0
"309","Walter Johnson",5.96296296296296,0.55,0,0,0,0,1
"310","Fielder Jones",8.00617283950617,0.54,0.545454545454545,0.667,1,1,0
"311","Eddie Joost",0.962962962962963,0.331,0,0,0,0,0
"312","Mike Jorgensen",0.592592592592593,0.438,0,0,0,0,0
"313","Bill Joyce",1.95061728395062,0.595,0,0,0,0,0
"314","Billy Jurges",0.753086419753086,0.484,0,0,0,0,0
"315","Gabe Kapler",2,0.497,0,0,0,0,0
"316","Eddie Kasko",3.95061728395062,0.539,0,0,0,0,0
"317","Johnny Keane",4.62345679012346,0.532,0.636363636363636,0.571,1,1,0
"318","Joe Kelley",4.12962962962963,0.513,0,0,0,0,1
"319","Kick Kelly",1.09876543209877,0.491,0,0,0,0,0
"320","King Kelly",2.03703703703704,0.539,0,0,1,0,1
"321","Tom Kelly",14.7222222222222,0.478,2.18181818181818,0.667,2,2,0
"322","Bob Kennedy",3.3641975308642,0.487,0,0,0,0,0
"323","Jim Kennedy",0.617283950617284,0.263,0,0,0,0,0
"324","Kevin Kennedy",3.59259259259259,0.531,0.272727272727273,0,0,0,0
